Plan;Medicamento;Presentacion;Laboratorio;Familia;Principio_Activo;Receta;Porcentaje_Cobertura;Es_Cronica;Enfermedad;Requiere_Empadronamiento
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ELIFER;300 mg comp.x 60;CASASCO S.A.I.C.;ANTICONVULSIVO;GABAPENTIN;VENTA BAJO RECETA;70;SI;EPILEPSIA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ELIFER;600 mg comp.x 30;CASASCO S.A.I.C.;ANTICONVULSIVO;GABAPENTIN;VENTA BAJO RECETA;70;SI;EPILEPSIA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;INSPIROL;4 mg comp.mast.x 30;LAZAR Y CIA. S.A.Q. E I.;ANTIASMÁTICO;MONTELUKAST;VENTA BAJO RECETA;70;SI;ENFISEMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;INSPIROL;4 mg comp.mast.x 30;LAZAR Y CIA. S.A.Q. E I.;ANTIASMÁTICO;MONTELUKAST;VENTA BAJO RECETA;70;SI;ASMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;INSPIROL;5 mg comp.mast.x 30;LAZAR Y CIA. S.A.Q. E I.;ANTIASMÁTICO;MONTELUKAST;VENTA BAJO RECETA;70;SI;ENFISEMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;INSPIROL;5 mg comp.mast.x 30;LAZAR Y CIA. S.A.Q. E I.;ANTIASMÁTICO;MONTELUKAST;VENTA BAJO RECETA;70;SI;ASMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;INSPIROL;10 mg comp.rec.x 30;LAZAR Y CIA. S.A.Q. E I.;ANTIASMÁTICO;MONTELUKAST;VENTA BAJO RECETA;70;SI;ENFISEMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;INSPIROL;10 mg comp.rec.x 30;LAZAR Y CIA. S.A.Q. E I.;ANTIASMÁTICO;MONTELUKAST;VENTA BAJO RECETA;70;SI;ASMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;TENSIMED;5 mg comp.rec.x 30;LEPETIT PHARMA SA;ANTIANGINOSO ANTIHIPERTENSIVO;AMLODIPINA;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;TENSIMED;5 mg comp.rec.x 30;LEPETIT PHARMA SA;ANTIANGINOSO ANTIHIPERTENSIVO;AMLODIPINA;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;TENSIMED;10 mg comp.rec.x 30;LEPETIT PHARMA SA;ANTIANGINOSO ANTIHIPERTENSIVO;AMLODIPINA;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;TENSIMED;10 mg comp.rec.x 30;LEPETIT PHARMA SA;ANTIANGINOSO ANTIHIPERTENSIVO;AMLODIPINA;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;NOXOPRAN;0.25 mg comp.x 30;CASASCO S.A.I.C.;ANTIPARKINSONIANO;PRAMIPEXOL;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE PARKINSON;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;NOXOPRAN;0.25 mg comp.x 60;CASASCO S.A.I.C.;ANTIPARKINSONIANO;PRAMIPEXOL;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE PARKINSON;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;NOXOPRAN;1 mg comp.x 30;CASASCO S.A.I.C.;ANTIPARKINSONIANO;PRAMIPEXOL;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE PARKINSON;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;NOXOPRAN;1 mg comp.x 60;CASASCO S.A.I.C.;ANTIPARKINSONIANO;PRAMIPEXOL;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE PARKINSON;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;LIPOSOL;60 mg caps.x 60;BIOTENK S.A.;FÁRMACO ANTIOBESIDAD NO SISTÉM.;ORLISTAT;VENTA BAJO RECETA;70;SI;OBESIDAD;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;LIPOSOL;120 mg caps.x 30;BIOTENK S.A.;FÁRMACO ANTIOBESIDAD NO SISTÉM.;ORLISTAT;VENTA BAJO RECETA;70;SI;OBESIDAD;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;COLPURIL A RETARD;caps.c/microgranulosx 50;SIEGFRIED S.A.;HIPOURICEMIANTE;ALLOPURINOL;VENTA BAJO RECETA;70;SI;GOTA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATROVENT HFA;aerosol HFA x 10 ml;BOEHRINGER INGELHEIM S.A..;BRONCODILATADOR;IPRATROPIO,BROMURO;VENTA BAJO RECETA;70;SI;ENFISEMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATROVENT HFA;aerosol HFA x 10 ml;BOEHRINGER INGELHEIM S.A..;BRONCODILATADOR;IPRATROPIO,BROMURO;VENTA BAJO RECETA;70;SI;ASMA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORVASTATINA FABRA;10 mg comp.x 30;FABRA S.R.L.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS Y OTRAS LIPIDEMIAS;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORVASTATINA FABRA;10 mg comp.x 30;FABRA S.R.L.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORVASTATINA FABRA;10 mg comp.x 30;FABRA S.R.L.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORVASTATINA FABRA;20 mg comp.x 30;FABRA S.R.L.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS Y OTRAS LIPIDEMIAS;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORVASTATINA FABRA;20 mg comp.x 30;FABRA S.R.L.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORVASTATINA FABRA;20 mg comp.x 30;FABRA S.R.L.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;LEVOMEPROMAZINA VANNIER;25 mg comp.x 30;VANNIER S.A.;NEUROLÉPTICO;LEVOMEPROMAZINA;VENTA BAJO RECETA ARCHIVADA;70;SI;EPILEPSIA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;RISPERIN;1mg/ml sol.oral x 30 ml;GADOR S.A.;ANTIPSICÓTICO;RISPERIDONA;VENTA BAJO RECETA ARCHIVADA;70;SI;TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;PRISONIL;50 mg comp.rec.x 15;LEPETIT PHARMA SA;ANTIHIPERTENSIVO;LOSARTÁN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;PRISONIL;50 mg comp.rec.x 15;LEPETIT PHARMA SA;ANTIHIPERTENSIVO;LOSARTÁN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CLONAZEPAM DENVER FARMA;0.5 mg comp.x 60;DENVER FARMA S.A.;ANSIOLÍTICO ANTICONVULSIVO;CLONAZEPAM;VENTA BAJO RECETA ARCHIVADA;70;SI;EPILEPSIA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;CLONAZEPAM DENVER FARMA;2 mg comp.x 60;DENVER FARMA S.A.;ANSIOLÍTICO ANTICONVULSIVO;CLONAZEPAM;VENTA BAJO RECETA ARCHIVADA;70;SI;EPILEPSIA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;NADENEL;75 mg comp.rec.x 14;GEMINIS FARMACEUTICA;ANTITROMBÓTICO;CLOPIDOGREL;VENTA BAJO RECETA;70;SI;ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;NADENEL;75 mg comp.rec.x 14;GEMINIS FARMACEUTICA;ANTITROMBÓTICO;CLOPIDOGREL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;NADENEL;75 mg comp.rec.x 28;GEMINIS FARMACEUTICA;ANTITROMBÓTICO;CLOPIDOGREL;VENTA BAJO RECETA;70;SI;ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;NADENEL;75 mg comp.rec.x 28;GEMINIS FARMACEUTICA;ANTITROMBÓTICO;CLOPIDOGREL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ELEKTRA;comp.x 28;CRAVERI S.A.I.C.;ANOVULATORIO;LEVONORGESTREL+ETINILESTRADIOL;VENTA BAJO RECETA;100;SI;ATENCION PARA LA ANTICONCEPCION;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;PLAVIX;300 mg comp.rec.x 4;SANOFI-AVENTIS ARGENTINA S.A.;ANTITROMBÓTICO;CLOPIDOGREL;VENTA BAJO RECETA;70;SI;ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;PLAVIX;300 mg comp.rec.x 4;SANOFI-AVENTIS ARGENTINA S.A.;ANTITROMBÓTICO;CLOPIDOGREL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;KLOSARTAN;50 mg comp.x 30;KLONAL S.R.L.;ANTIHIPERTENSIVO;LOSARTÁN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;KLOSARTAN;50 mg comp.x 30;KLONAL S.R.L.;ANTIHIPERTENSIVO;LOSARTÁN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIDECAR;6.25 mg comp.ran.x 56;BALIARDA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIDECAR;6.25 mg comp.ran.x 56;BALIARDA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIDECAR;3.125 mg comp.ran.x 56;BALIARDA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;BIDECAR;3.125 mg comp.ran.x 56;BALIARDA S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;MEZAVANT;1200 mg comp.x 30;BAGO S.A.;ANTIINFLAM.INTESTINAL;MESALAZINA;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE CROHN (ENTERITIS REGIONAL);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;MEZAVANT;1200 mg comp.x 60;BAGO S.A.;ANTIINFLAM.INTESTINAL;MESALAZINA;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE CROHN (ENTERITIS REGIONAL);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;DILATREND AP;10 mg cáps.x 30;SIEGFRIED S.A.;ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;DILATREND AP;10 mg cáps.x 30;SIEGFRIED S.A.;ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;DILATREND AP;20 mg cáps.x 30;SIEGFRIED S.A.;ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;DILATREND AP;20 mg cáps.x 30;SIEGFRIED S.A.;ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;DILATREND AP;40 mg cáps.x 30;SIEGFRIED S.A.;ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;DILATREND AP;40 mg cáps.x 30;SIEGFRIED S.A.;ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;DILATREND AP;80 mg cáps.x 30;SIEGFRIED S.A.;ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;DILATREND AP;80 mg cáps.x 30;SIEGFRIED S.A.;ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;LIPOKEMIA 10;10 mg comp.x 30;FECOFAR COOP. LTDA.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS Y OTRAS LIPIDEMIAS;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;LIPOKEMIA 10;10 mg comp.x 30;FECOFAR COOP. LTDA.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;LIPOKEMIA 10;10 mg comp.x 30;FECOFAR COOP. LTDA.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;LIPOKEMIA 20;20 mg comp.x 30;FECOFAR COOP. LTDA.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS Y OTRAS LIPIDEMIAS;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;LIPOKEMIA 20;20 mg comp.x 30;FECOFAR COOP. LTDA.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;LIPOKEMIA 20;20 mg comp.x 30;FECOFAR COOP. LTDA.;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;5 XR 500;500 mg comp.x 50;ARISTON S.A.I.C.F.;ANTIINFLAM.INTESTINAL;MESALAZINA;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE CROHN (ENTERITIS REGIONAL);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;5 XR 500;500 mg comp.x 100;ARISTON S.A.I.C.F.;ANTIINFLAM.INTESTINAL;MESALAZINA;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE CROHN (ENTERITIS REGIONAL);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ASPIRINA PREVENT 325;comp.cub.enterica x 30;BAYER ARG. S.A.C.I.F.I Y DE M.;ANTIAGREGANTE PLAQUETARIO;ACETILSALICÍLICO,ÁC.;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ASPIRINA PREVENT 325;comp.cub.enterica x 30;BAYER ARG. S.A.C.I.F.I Y DE M.;ANTIAGREGANTE PLAQUETARIO;ACETILSALICÍLICO,ÁC.;VENTA BAJO RECETA;70;SI;INFARTO AGUDO DEL MIOCARDIO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ASPIRINA PREVENT 325;comp.cub.enterica x 30;BAYER ARG. S.A.C.I.F.I Y DE M.;ANTIAGREGANTE PLAQUETARIO;ACETILSALICÍLICO,ÁC.;VENTA BAJO RECETA;70;SI;ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ASPIRINA PREVENT 325;comp.cub.enterica x 30;BAYER ARG. S.A.C.I.F.I Y DE M.;ANTIAGREGANTE PLAQUETARIO;ACETILSALICÍLICO,ÁC.;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ASPIRINA PREVENT 325;comp.cub.enterica x 30;BAYER ARG. S.A.C.I.F.I Y DE M.;ANTIAGREGANTE PLAQUETARIO;ACETILSALICÍLICO,ÁC.;VENTA BAJO RECETA;70;SI;ENFERMEDAD CARDIOVASCULAR, NO ESPECIFICADA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ASPIRINA PREVENT 325;comp.cub.enterica x 60;BAYER ARG. S.A.C.I.F.I Y DE M.;ANTIAGREGANTE PLAQUETARIO;ACETILSALICÍLICO,ÁC.;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ASPIRINA PREVENT 325;comp.cub.enterica x 60;BAYER ARG. S.A.C.I.F.I Y DE M.;ANTIAGREGANTE PLAQUETARIO;ACETILSALICÍLICO,ÁC.;VENTA BAJO RECETA;70;SI;INFARTO AGUDO DEL MIOCARDIO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ASPIRINA PREVENT 325;comp.cub.enterica x 60;BAYER ARG. S.A.C.I.F.I Y DE M.;ANTIAGREGANTE PLAQUETARIO;ACETILSALICÍLICO,ÁC.;VENTA BAJO RECETA;70;SI;ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ASPIRINA PREVENT 325;comp.cub.enterica x 60;BAYER ARG. S.A.C.I.F.I Y DE M.;ANTIAGREGANTE PLAQUETARIO;ACETILSALICÍLICO,ÁC.;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ASPIRINA PREVENT 325;comp.cub.enterica x 60;BAYER ARG. S.A.C.I.F.I Y DE M.;ANTIAGREGANTE PLAQUETARIO;ACETILSALICÍLICO,ÁC.;VENTA BAJO RECETA;70;SI;ENFERMEDAD CARDIOVASCULAR, NO ESPECIFICADA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;NEUROSOMAT 0.25 MG;0.25 mg comp.x 30;BETA S.A.;ANTIPARKINSONIANO;PRAMIPEXOL;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE PARKINSON;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;NEUROSOMAT 1 MG;1 mg comp.x 30;BETA S.A.;ANTIPARKINSONIANO;PRAMIPEXOL;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE PARKINSON;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;SIMINA;5 mg comp.rec.x 14;PHOENIX-ELEA;ANTIPSICÓTICO;OLANZAPINA;VENTA BAJO RECETA ARCHIVADA;70;SI;TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;SIMINA;10 mg comp.rec.x 14;PHOENIX-ELEA;ANTIPSICÓTICO;OLANZAPINA;VENTA BAJO RECETA ARCHIVADA;70;SI;TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;SIMINA;10 mg comp.rec.x 28;PHOENIX-ELEA;ANTIPSICÓTICO;OLANZAPINA;VENTA BAJO RECETA ARCHIVADA;70;SI;TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;DILATREND;3.125 mg comp.ran.x 28;SIEGFRIED S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;DILATREND;3.125 mg comp.ran.x 28;SIEGFRIED S.A.;ANTIANGINOSO ANTIHIPERTENSIVO;CARVEDILOL;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORMAX 10;comp.rec.x 30;GEMINIS FARMACEUTICA;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS Y OTRAS LIPIDEMIAS;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORMAX 10;comp.rec.x 30;GEMINIS FARMACEUTICA;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORMAX 10;comp.rec.x 30;GEMINIS FARMACEUTICA;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORMAX 10;comp.rec.x 60;GEMINIS FARMACEUTICA;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS Y OTRAS LIPIDEMIAS;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORMAX 10;comp.rec.x 60;GEMINIS FARMACEUTICA;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORMAX 10;comp.rec.x 60;GEMINIS FARMACEUTICA;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORMAX 20;comp.rec.x 30;GEMINIS FARMACEUTICA;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS Y OTRAS LIPIDEMIAS;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORMAX 20;comp.rec.x 30;GEMINIS FARMACEUTICA;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORMAX 20;comp.rec.x 30;GEMINIS FARMACEUTICA;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORMAX 20;comp.rec.x 60;GEMINIS FARMACEUTICA;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;TRASTORNOS DEL METABOLISMO DE LAS LIPOPROTEINAS Y OTRAS LIPIDEMIAS;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORMAX 20;comp.rec.x 60;GEMINIS FARMACEUTICA;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;HIPERTENSION ESENCIAL (PRIMARIA);SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;ATORMAX 20;comp.rec.x 60;GEMINIS FARMACEUTICA;HIPOLIPEMIANTE;ATORVASTATÍN;VENTA BAJO RECETA;70;SI;INSUFICIENCIA CARDIACA;SI
SC50, SC100, SC150,SC250,SC300,SC500,SC550, SC600, SC4000;SIFROL ER;0.75mg comp.lib.prol.x30;BOEHRINGER INGELHEIM S.A..;ANTIPARKINSONIANO;PRAMIPEXOL;VENTA BAJO RECETA;70;SI;ENFERMEDAD DE PARKINSON;SI
